,ID,Name,Age,Nationality,Overall,Potential,Club,Contract,Value,Wage,Total stat
11828,260508,Jaime Santos Colado,26,Spain,67,67,Club Atlético Palmaflor,2021 ~ 2021,€1.1M,€500,1777
11829,260510,Hernando Araúz,20,Bolivia,60,70,Club Atlético Palmaflor,2021 ~ 2022,€525K,€500,1422
11830,260511,Leonardo Toco,29,Bolivia,63,63,Club Atlético Palmaflor,2021 ~ 2022,€400K,€500,1475
11831,260512,Freddy Abastoflor,28,Bolivia,65,65,Club Atlético Palmaflor,2021 ~ 2022,€725K,€500,1631
11832,260513,Maximiliano Gómez,33,Argentina,65,65,Club Atlético Palmaflor,2021 ~ 2022,€450K,€500,1788
11833,260515,Carlos Ribera,24,Bolivia,66,70,Royal Pari,2022 ~ 2022,€1.2M,€500,1762
11834,260517,Wilson Quiñónez,32,Paraguay,67,67,Club Deportivo Oriente Petrolero,2021 ~ 2023,€500K,€500,971
11835,260518,Cristian Díaz,21,Colombia,57,65,Deportivo Pasto,2021 ~ 2024,€375K,€500,1528
11836,260519,Luis Pérez,24,Colombia,60,65,Deportivo Pasto,2021 ~ 2021,€375K,€500,1642
11837,260520,Dubán Palacio,23,Colombia,60,65,Deportivo Pasto,2021 ~ 2024,€375K,€500,1490
11838,260521,Jordan Bos,18,Australia,55,68,Melbourne City FC,2021 ~ 2025,€275K,€500,1424
11839,260522,Ahmad Taleb,18,Australia,49,65,Melbourne City FC,2020 ~ 2023,€100K,€500,816
11840,260524,Arlex Hurtado,21,Colombia,61,67,Deportivo Pasto,2021 ~ 2024,€525K,€500,1461
11841,260525,Kaito Ioka,23,Japan,56,62,Vegalta Sendai,2021 ~ 2022,€180K,€600,964
11842,260527,Kengo Nagai,26,Japan,61,64,Shimizu S-Pulse,2021 ~ 2023,€325K,€700,1022
11843,260528,Kalil ElMedkhar,21,United States,58,69,FC Dallas,2021 ~ 2022,€450K,€1K,1427
11844,260529,Junior Brítez,24,Paraguay,63,69,12 de Octubre FC,2021 ~ 2021,€750K,€500,1477
11845,260530,Stefan Jankovic,22,Serbia,56,63,Central Coast Mariners,2020 ~ 2022,€300K,€500,1508
11846,260531,Luke Bodnar,21,Australia,59,67,Perth Glory,2021 ~ 2023,€475K,€700,1486
11847,260532,Bryce Bafford,19,Australia,56,68,Perth Glory,2021 ~ 2022,€350K,€950,1467
11848,260534,Nicholas Walsh,17,Australia,54,67,Perth Glory,2021 ~ 2022,€230K,€500,1471
11849,260535,Giordano Colli,21,Australia,55,65,Perth Glory,2020 ~ 2022,€275K,€750,1582
11850,260536,Trent Ostler,19,Australia,50,63,Perth Glory,2021 ~ 2025,€110K,€600,1226
11851,260537,Mason Tatafu,18,Australia,53,65,Perth Glory,2021 ~ 2021,€210K,€500,1403
11852,260538,Cameron Cook,19,Australia,57,69,Perth Glory,2020 ~ 2022,€350K,€500,926
11853,260539,Daniel Walsh,18,Australia,52,64,Perth Glory,2020 ~ 2022,€170K,€500,1233
11854,260540,Adil Ben Achour,18,France,59,73,Montpellier Hérault SC,2020 ~ 2021,€525K,€2K,1480
11855,260541,Pablo Aranda,20,Argentina,60,74,Club Atlético Lanús,2020 ~ 2022,€575K,€2K,1438
11856,260542,Matías Cortave,29,Argentina,64,65,Club Social y Deportivo Macará,2021 ~ 2022,€550K,€500,1533
11857,260543,Yonas Malede,21,Israel,66,73,KAA Gent,2021 ~ 2025,€1.8M,€6K,1624
11858,260544,Bartłomiej Burman,20,Poland,55,64,Warta Poznań,2021 ~ 2022,€275K,€500,1357
11859,260545,Brandan Craig,17,United States,55,72,Philadelphia Union,2020 ~ 2022,€300K,€500,1452
11860,260546,Urko González de Zárate,20,Spain,65,76,Real Sociedad B,2020 ~ 2026,€1.5M,€1K,1589
11861,260547,Quinn Sullivan,17,United States,60,74,Philadelphia Union,2020 ~ 2022,€550K,€500,1609
11862,260548,Jeff Dewsnup,17,United States,55,70,Real Salt Lake,2021 ~ 2024,€250K,€500,806
11863,260549,Bryan Caicedo,20,Ecuador,62,70,C.D. Universidad Católica del Ecuador,2022 ~ 2022,€825K,€500,1418
11864,260550,Joao Paredes,24,Ecuador,64,67,Mushuc Runa,2022 ~ 2022,€800K,€500,1517
11865,260551,Hayate Nagakura,25,Japan,60,66,Vegalta Sendai,2021 ~ 2022,€350K,€900,1610
11866,260552,Diego Cortés Vargas,21,Spain,61,67,Albacete BP,2021 ~ 2021,€525K,€1K,1469
11867,260553,Kerrin Stokes,18,Australia,54,67,Melbourne City FC,2019 ~ 2023,€230K,€500,1312
11868,260556,Erşan Yaşa,19,Turkey,57,65,Yeni Malatyaspor,2019 ~ 2021,€325K,€1K,1395
11869,260557,Özgür Sert,19,Turkey,57,67,BB Erzurumspor,2020 ~ 2025,€350K,€1K,1521
11870,260559,Mirza Cihan,20,Turkey,57,67,Gazişehir Gaziantep F.K.,2020 ~ 2025,€350K,€2K,1444
11871,260560,Takuma Otake,18,Japan,58,73,Kashiwa Reysol,2021 ~ 2023,€450K,€500,1402
11872,260561,Kevin Lomónaco,19,Argentina,67,79,Club Atlético Lanús,2020 ~ 2024,€2.3M,€3K,1455
11873,260562,Lucas Besozzi,18,Argentina,62,79,Club Atlético Central Córdoba,"Dec 31, 2022 On Loan",€1M,€1K,1481
11874,260565,Dražen Bagarić,27,Croatia,60,60,AFC Hermannstadt,2021 ~ 2023,€275K,€2K,1539
11875,260566,Hamad Al Ghamdi,21,Saudi Arabia,52,65,Al Shabab,2020 ~ 2025,€200K,€4K,1432
11876,260567,Ole Christian Sæter,25,Norway,60,63,Rosenborg BK,2021 ~ 2023,€325K,€1K,1443
11877,260568,Baptiste Gabard,20,France,60,68,AS Saint-Étienne,2021 ~ 2023,€550K,€4K,1582
11878,260569,Ulrich Meleke,22,Côte d'Ivoire,63,72,FC Voluntari,"Jun 30, 2022 On Loan",€1M,€3K,1476
11879,260570,Jarne Steuckers,19,Belgium,58,72,Sint-Truidense VV,2020 ~ 2022,€475K,€1K,1462
11880,260410,Nanasei Iino,24,Japan,66,69,Sagan Tosu,2021 ~ 2023,€1.2M,€1K,1706
11881,260411,Jacob Greene,18,United States,52,68,D.C. United,2021 ~ 2022,€190K,€500,1301
11882,260412,Anil Aydin,20,Germany,56,64,1. FC Kaiserslautern,2021 ~ 2021,€325K,€750,1407
11883,260413,Kebba Badjie,21,Gambia,63,71,Hallescher FC,"Jun 30, 2022 On Loan",€1.1M,€2K,1553
11884,260414,Abbas Al Hassan,17,Saudi Arabia,52,75,Al Fateh,2021 ~ 2025,€240K,€500,1441
11885,260416,Yasin Davuş,25,Turkey,57,61,Gençlerbirliği SK,2021 ~ 2021,€180K,€2K,893
11886,260417,Jesús Piñuelas,23,Mexico,65,71,Club Atlético de San Luis,2021 ~ 2021,€1M,€3K,1459
11887,260418,Aristeo García,22,Mexico,58,65,Gallos Blancos de Querétaro,2021 ~ 2021,€375K,€1K,1328
11888,260419,Joe Gallardo,23,United States,60,65,Gallos Blancos de Querétaro,2021 ~ 2025,€375K,€2K,1446
11889,260420,José Ramírez,20,Mexico,61,70,Gallos Blancos de Querétaro,2021 ~ 2022,€725K,€2K,1412
11890,260421,Isaiah Parente,21,United States,53,61,Columbus Crew,2021 ~ 2022,€210K,€950,1434
11891,260422,Daniel López,19,Mexico,56,68,Club Necaxa,2021 ~ 2024,€350K,€1K,1365
11892,260423,Joshua Canales,19,Honduras,54,63,Gallos Blancos de Querétaro,2021 ~ 2021,€230K,€1K,1496
11893,260424,Juan Castilla,16,Colombia,52,72,Houston Dynamo,2021 ~ 2022,€210K,€500,1443
11894,260426,Daniel Rios,18,United States,54,73,Houston Dynamo,2021 ~ 2022,€275K,€550,1396
11895,260427,Jahaziel Marchand,19,Mexico,56,65,Pachuca,2021 ~ 2022,€300K,€2K,1523
11896,260428,Edder Martínez,20,Mexico,49,58,Gallos Blancos de Querétaro,2021 ~ 2021,€90K,€750,851
11897,260429,Antonio Sánchez,20,Mexico,50,58,Club Atlas,2021 ~ 2021,€90K,€900,829
11898,260430,Gerardo Magaña,18,Mexico,49,68,Mazatlán Futbol Club,2021 ~ 2021,€100K,€500,835
11899,260431,Chihiro Kato,22,Japan,61,69,Vegalta Sendai,2021 ~ 2022,€725K,€950,1645
11900,260435,Saeed Issah,20,Ghana,52,61,AFC Hermannstadt,2021 ~ 2024,€160K,€1K,1182
11901,260439,Jack Stevens,19,England,51,63,Oxford United,2020 ~ 2021,€140K,€1K,1337
11902,260440,Tufve Östlund,19,Sweden,52,65,Degerfors IF,2020 ~ 2021,€180K,€500,1179
11903,260441,Willian Cevallos,31,Ecuador,66,66,C.D. Universidad Católica del Ecuador,2021 ~ 2022,€700K,€500,1801
11904,260442,Juan Mercado,24,Bolivia,62,67,Club Deportivo Oriente Petrolero,2022 ~ 2023,€600K,€500,1750
11905,260444,Jefferson Ibáñez,26,Bolivia,62,65,Club Deportivo Guabirá,2016 ~ 2022,€450K,€500,1358
11906,260445,Camilo Góngora,19,Bolivia,60,68,Club Deportivo Guabirá,2021 ~ 2022,€525K,€500,1674
11907,260449,Carlos Chore,21,Bolivia,60,70,Club Deportivo Guabirá,2019 ~ 2022,€525K,€500,1399
11908,260450,Jim Plata,21,Bolivia,60,69,Club Deportivo Guabirá,2021 ~ 2022,€525K,€500,1338
11909,260451,Hugo Salvatierra,18,Bolivia,59,74,Club Deportivo Guabirá,2021 ~ 2024,€500K,€500,1426
11910,260452,Wilmer Rojas,19,Bolivia,60,72,Club Deportivo Guabirá,2021 ~ 2022,€575K,€500,1636
11911,260454,Luis Montero,21,Bolivia,60,70,Club Deportivo Guabirá,2021 ~ 2022,€550K,€500,1449
11912,260456,Giacomo Olzer,19,Italy,58,75,AC Milan,2020 ~ 2024,€525K,€3K,1490
11913,260458,Jack Armson,21,Australia,54,61,Newcastle Jets,2021 ~ 2022,€220K,€500,1512
11914,260459,Metehan Altunbaş,18,Turkey,58,74,LASK Linz,2021 ~ 2024,€525K,€2K,1442
11915,260460,Kyle Robinson,18,Republic of Ireland,55,64,St. Patrick's Athletic,2019 ~ 2022,€275K,€500,1407
11916,260461,Cian Kelly,19,Republic of Ireland,54,62,St. Patrick's Athletic,2019 ~ 2022,€220K,€500,1336
11917,260462,Kian Corbally,17,Republic of Ireland,54,66,St. Patrick's Athletic,2019 ~ 2022,€240K,€500,1548
11918,260463,Mario Soriano Carreño,18,Spain,64,81,Atlético de Madrid,2020 ~ 2024,€1.5M,€4K,1597
11919,260465,Jason Meerstadt,19,Netherlands,58,70,Sparta Rotterdam,2019 ~ 2023,€450K,€850,1532
11920,260466,Ismail Yüksek,21,Turkey,57,67,Fenerbahçe SK,2020 ~ 2025,€350K,€6K,1515
11921,260467,Nándor Tamás,20,Romania,57,70,Sepsi OSK Sf. Gheorghe,2021 ~ 2022,€400K,€2K,1446
11922,260468,Dogan Gölpek,25,Netherlands,59,60,İttifak Holding Konyaspor,2021 ~ 2022,€275K,€3K,1497
11923,260469,Petter Hagen,19,Norway,48,54,Odds BK,2019 ~ 2024,€60K,€500,809
11924,260472,Ye Ji Kim,22,Korea Republic,53,63,Jeju United FC,2021 ~ 2021,€180K,€700,892
11925,260474,Bong Soo Kim,21,Korea Republic,55,64,Jeju United FC,2021 ~ 2025,€275K,€750,1461
11926,260475,Gyeong Jun Byun,19,Korea Republic,51,66,Jeju United FC,2021 ~ 2022,€140K,€750,1327
11927,260477,Nathan Harriel,20,United States,61,73,Philadelphia Union,2020 ~ 2025,€750K,€1K,1493
11928,260479,Jack McGlynn,17,United States,60,74,Philadelphia Union,2020 ~ 2025,€550K,€500,1571
11929,260482,Tomás Ángel,18,Colombia,61,78,Atlético Nacional,2020 ~ 2023,€825K,€500,1533
11930,260483,Gustavo Nnachi,19,Ecuador,58,73,LDU Quito,2022 ~ 2023,€475K,€500,1452
11931,260484,Santiago Ramírez,19,Uruguay,64,73,Club Nacional de Football,2017 ~ 2023,€1.3M,€500,1596
11932,260486,Ho Jun Son,18,Korea Republic,56,73,Suwon Samsung Bluewings,2021 ~ 2022,€350K,€500,1503
11933,260487,Sung Ju Lee,22,Korea Republic,53,62,Suwon Samsung Bluewings,2021 ~ 2022,€180K,€650,847
11934,260488,Tae Won Kang,19,Korea Republic,53,70,Suwon Samsung Bluewings,2021 ~ 2022,€240K,€600,1417
11935,260490,Joon Yong Lee,24,Korea Republic,55,56,GwangJu FC,2021 ~ 2021,€160K,€900,1449
11936,260491,Dong Chan Jang,20,Korea Republic,52,60,GwangJu FC,2021 ~ 2022,€170K,€750,1368
11937,260493,Song Hoon Shin,18,Korea Republic,57,74,GwangJu FC,2021 ~ 2022,€375K,€500,900
11938,260496,Dong Gyu Yu,26,Korea Republic,56,57,Incheon United FC,2021 ~ 2021,€170K,€1K,1400
11940,260323,Masaaki Murakami,28,Japan,68,68,Avispa Fukuoka,2020 ~ 2023,€850K,€2K,1056
11941,260324,Takuya Shigehiro,26,Japan,62,65,Avispa Fukuoka,2020 ~ 2023,€525K,€1K,1622
11942,260325,Yuya Yamagishi,27,Japan,65,65,Avispa Fukuoka,2020 ~ 2023,€775K,€2K,1559
11943,260328,Rubén Manjarrés,21,Colombia,67,76,Junior FC,2021 ~ 2022,€2.3M,€950,1768
11944,260329,Lisandro Pérez,21,Venezuela,64,74,Academia Puerto Cabello,2019 ~ 2022,€1.3M,€500,1492
11945,260330,Issei Ouchi,20,Japan,58,67,Yokohama FC,2019 ~ 2022,€375K,€500,1030
11946,260332,Robert Garcés,28,Venezuela,68,68,Deportivo Táchira FC,2022 ~ 2022,€1.2M,€500,1778
11947,260335,Gleider Caro,33,Venezuela,61,61,Academia Puerto Cabello,2018 ~ 2025,€170K,€500,1421
11948,260339,Yota Maejima,23,Japan,64,69,Avispa Fukuoka,2022 ~ 2023,€825K,€1K,1734
11949,260341,Bradley Holmes,17,England,54,69,Blackpool,2020 ~ 2022,€250K,€500,1302
11950,260343,Saad Al Nasser,20,Saudi Arabia,53,67,Al Hilal,2020 ~ 2023,€230K,€5K,1367
11951,260346,Enzo López,20,Uruguay,57,70,Montevideo Wanderers,2017 ~ 2022,€350K,€500,848
11952,260347,Luis Rey,17,Mexico,58,74,Mazatlán Futbol Club,2021 ~ 2022,€475K,€500,1332
11953,260349,Nobuyuki Abe,37,Japan,58,58,FC Tokyo,2021 ~ 2022,€25K,€900,1015
11954,260350,Konosuke Nishikawa,18,Japan,56,65,Oita Trinita,2021 ~ 2024,€250K,€500,954
11955,260351,Ryo Wada,25,Japan,61,64,Brisbane Roar,"Jun 30, 2022 On Loan",€450K,€1K,1569
11956,260352,Naoto Arai,24,Japan,62,66,Cerezo Osaka,2021 ~ 2024,€525K,€1K,1514
11957,260353,Masaki Yumiba,19,Japan,56,68,Oita Trinita,2021 ~ 2023,€325K,€500,1500
11958,260354,Daihachi Okamura,24,Japan,63,68,Hokkaido Consadole Sapporo,2021 ~ 2023,€650K,€1K,1413
11959,260355,Masaki Ikeda,21,Japan,63,70,Shonan Bellmare,2021 ~ 2023,€975K,€850,1761
11960,260356,Shun Nakamura,27,Japan,66,67,Avispa Fukuoka,2021 ~ 2023,€875K,€1K,1828
11961,260357,Mutsuki Kato,23,Japan,65,68,Cerezo Osaka,2021 ~ 2023,€1M,€2K,1595
11962,260358,Yuta Imazu,25,Japan,65,68,Sanfrecce Hiroshima,2021 ~ 2023,€850K,€3K,1494
11963,260359,Keita Yamashita,25,Japan,63,65,FC Tokyo,2022 ~ 2023,€600K,€3K,1521
11964,260360,Koji Toriumi,26,Japan,63,66,Cerezo Osaka,2021 ~ 2023,€550K,€2K,1373
11965,260362,Kotaro Tachikawa,24,Japan,60,64,Shonan Bellmare,2021 ~ 2023,€275K,€550,925
11966,260363,Gabriel Okechukwu,24,Nigeria,64,67,Hokkaido Consadole Sapporo,2021 ~ 2024,€800K,€2K,1504
11967,260364,Masaya Tashiro,28,Japan,64,65,Sagan Tosu,2021 ~ 2023,€550K,€1K,1484
11968,260365,Shion Inoue,23,Japan,64,68,Vissel Kobe,2021 ~ 2024,€850K,€2K,1653
11969,260366,Ante Aralica,23,Croatia,59,63,AFC Hermannstadt,2021 ~ 2023,€325K,€2K,1444
11970,260367,Akira Hamashita,25,Japan,63,63,Tokushima Vortis,2020 ~ 2022,€525K,€1K,1569
11971,260368,Jefferson Virreira,24,Bolivia,61,68,Royal Pari,2017 ~ 2022,€600K,€500,1370
11972,260369,Luca Kerber,19,Germany,65,74,1. FC Saarbrücken,2021 ~ 2024,€1.5M,€850,1702
11973,260370,Declan Thompson,18,England,52,70,Sheffield Wednesday,2020 ~ 2021,€190K,€800,1279
11974,260372,Jordán Santacruz,25,Paraguay,63,66,Guaireña FC,2021 ~ 2024,€575K,€500,1613
11975,260373,Omar Damen Al Ruwaili,22,Saudi Arabia,55,64,Abha Club,2021 ~ 2024,€275K,€2K,1376
11976,260375,Sebastian Grach,20,Sweden,55,65,Östersunds FK,2020 ~ 2022,€275K,€700,1422
11977,260376,Albert Voinea,27,Romania,54,54,AFC UTA Arad,2021 ~ 2021,€120K,€1K,1343
11978,260378,Jorge Alejandro Rodríguez,19,Mexico,64,74,Deportivo Toluca,2021 ~ 2025,€1.2M,€2K,1421
11979,260379,Noah Shamoun,18,Sweden,60,74,Kalmar FF,2021 ~ 2022,€575K,€500,1566
11980,260380,Elias Olsson,18,Sweden,54,69,Kalmar FF,2021 ~ 2025,€230K,€500,1256
11981,260381,Alex Mortensen,18,Sweden,52,67,FC Groningen,"Jun 30, 2022 On Loan",€190K,€500,1324
11982,260382,Sergio Flores,26,Mexico,64,66,Club Deportivo Guadalajara,2021 ~ 2025,€650K,€9K,1669
11983,260383,Valgeir Lunddal,19,Iceland,57,69,BK Häcken,2021 ~ 2024,€375K,€500,1371
11984,260386,Tete Yengi,19,Australia,56,65,Newcastle Jets,2020 ~ 2021,€300K,€600,1463
11985,260388,Nahuel Ulariaga,18,Argentina,61,72,Godoy Cruz,2020 ~ 2024,€700K,€850,1496
11986,260389,Sean Rea,19,Canada,54,71,Club de Foot Montréal,2020 ~ 2022,€275K,€750,1394
11987,260391,Keesean Ferdinand,17,Canada,53,70,Club de Foot Montréal,2020 ~ 2022,€220K,€500,1310
11988,260392,Jung Won Choi,25,Korea Republic,62,66,Suwon Samsung Bluewings,2021 ~ 2022,€500K,€1K,1534
11989,260393,Tomas Giraldo,18,Canada,48,64,Club de Foot Montréal,2022 ~ 2022,€120K,€500,1373
11990,260394,Ki Hwan Kim,21,Korea Republic,54,63,Gangwon FC,2021 ~ 2022,€230K,€850,1466
11991,260395,Dae Woo Kim,20,Korea Republic,56,64,Gangwon FC,2021 ~ 2022,€300K,€1K,1579
11992,260396,Sang Hyuk Park,19,Korea Republic,56,73,Gangwon FC,2021 ~ 2022,€375K,€950,1391
11993,260398,Nathan-Dylan Saliba,17,Canada,47,64,Club de Foot Montréal,2020 ~ 2022,€120K,€500,1353
11994,260399,Jordan Perruzza,20,Canada,57,68,Toronto FC,2020 ~ 2024,€375K,€1K,1369
11995,260400,Diogo Emanuel Pinto Teixeira,21,Portugal,60,68,Rio Ave FC,2021 ~ 2022,€550K,€1K,1581
11996,260402,Alex Gilbert,19,Republic of Ireland,60,74,Swindon Town,"Jun 30, 2022 On Loan",€575K,€5K,1485
11997,260403,George Broadbent,20,England,60,71,Rochdale,"Jun 30, 2022 On Loan",€550K,€3K,1612
11998,260404,Zaid Romero,21,Argentina,67,73,LDU Quito,2020 ~ 2023,€1.5M,€500,1535
11999,260405,Max Geschwill,18,Germany,56,70,TSG Hoffenheim,2021 ~ 2024,€325K,€1K,1391
12000,260216,Chie Edoojon Kawakami,23,Japan,61,67,Tokushima Vortis,2017 ~ 2023,€525K,€800,1628
12001,260217,Ogechika Heil,20,Germany,62,70,Go Ahead Eagles,"Jun 30, 2022 On Loan",€875K,€2K,1625
12002,260218,Ismael Álvarez Lohoba,21,Spain,61,73,SD Huesca,2020 ~ 2022,€800K,€3K,1604
12003,260219,Manuel Galán Galán Ubero,22,Spain,59,70,SD Huesca,2020 ~ 2021,€475K,€2K,1450
12004,260227,Daisei Suzuki,25,Japan,63,67,Tokushima Vortis,2021 ~ 2022,€600K,€1K,1575
12005,260228,Oskar Fallenius,19,Sweden,57,72,Brøndby IF,2021 ~ 2024,€400K,€2K,1358
12006,260233,Marco Di Cesare,19,Argentina,64,74,Argentinos Juniors,2020 ~ 2024,€1.2M,€2K,1443
12007,260234,Oliver Bacher,20,Austria,57,66,SK Sturm Graz,2020 ~ 2022,€375K,€3K,1346
12008,260238,Tomás Cavanagh,20,Argentina,63,73,Club Atlético Talleres,"Dec 31, 2022 On Loan",€1M,€2K,1566
12009,260239,Niko Janković,18,Croatia,61,76,Dinamo Zagreb,2019 ~ 2026,€750K,€500,1696
12010,260240,Elvin Ibrisimovic,21,Austria,53,64,FC Vaduz,2021 ~ 2024,€210K,€1K,1311
12011,260241,Jannis Lang,18,Germany,60,73,FC Erzgebirge Aue,2022 ~ 2025,€525K,€500,1370
12012,260244,Akira Silvano Disaro,25,Japan,62,65,Shimizu S-Pulse,2021 ~ 2023,€525K,€1K,1554
12013,260246,Takumi Kato,20,Japan,53,63,Shimizu S-Pulse,2018 ~ 2022,€210K,€650,1283
12014,260250,Ziyad Al Jari,19,Saudi Arabia,51,66,Al Fateh,2020 ~ 2026,€130K,€2K,1196
12015,260251,Héctor Noguera,34,Venezuela,63,63,Academia Puerto Cabello,2019 ~ 2023,€180K,€500,1437
12016,260253,Juan Medina,29,Venezuela,64,64,Academia Puerto Cabello,2020 ~ 2022,€500K,€500,1403
12017,260254,Óscar Conde,19,Venezuela,60,71,Academia Puerto Cabello,2020 ~ 2023,€500K,€500,1348
12018,260255,Javier Arape,20,Venezuela,61,73,Academia Puerto Cabello,2020 ~ 2022,€800K,€500,1480
12019,260256,José Pinto,24,Venezuela,64,68,Academia Puerto Cabello,2019 ~ 2023,€775K,€500,1704
12020,260260,Josh O'Connor,17,Scotland,53,74,Hibernian,2021 ~ 2022,€300K,€500,1336
12021,260263,Robbie Hamilton,16,Scotland,52,71,Hibernian,2021 ~ 2022,€200K,€500,1454
12022,260265,Álvaro Quiroga,26,Bolivia,67,68,Club Deportivo Guabirá,2020 ~ 2022,€1.2M,€500,1815
12023,260266,Nelson Amarilla,33,Paraguay,66,66,Club Deportivo Guabirá,2020 ~ 2022,€400K,€500,1497
12024,260267,Diego Hoyos,28,Bolivia,65,65,Club Deportivo Guabirá,2020 ~ 2022,€725K,€500,1772
12025,260268,René Alarcón,29,Venezuela,62,62,Academia Puerto Cabello,2020 ~ 2025,€400K,€500,1461
12026,260269,Manuel Monzeglio,19,Uruguay,63,76,Club Nacional de Football,2017 ~ 2023,€1.1M,€500,1487
12027,260270,Luis Enrique Hurtado,27,Bolivia,66,66,Club Deportivo Guabirá,2020 ~ 2022,€900K,€500,1803
12028,260271,Fran Supayabe,25,Bolivia,67,70,Club Deportivo Guabirá,2016 ~ 2022,€1.2M,€500,1605
12029,260272,Alvyn Antonio Sanches,18,Portugal,55,68,FC Lausanne-Sport,2020 ~ 2025,€300K,€800,1468
12030,260273,Gustavo Peredo,21,Bolivia,65,72,Club Deportivo Guabirá,2018 ~ 2022,€1.5M,€500,1699
12031,260274,Jairo Cuéllar,21,Bolivia,64,71,Club Deportivo Guabirá,2018 ~ 2022,€1M,€500,997
12032,260276,Luifer Hernández,20,Venezuela,63,74,Academia Puerto Cabello,2018 ~ 2023,€1.1M,€500,1455
12033,260277,Dominik Oroz,20,Croatia,63,76,Vitesse,2021 ~ 2023,€1.1M,€2K,1489
12034,260284,Katsunori Ueebisu,25,Japan,63,67,Oita Trinita,2021 ~ 2022,€600K,€1K,1634
12035,260285,Kenta Fukumori,25,Japan,62,62,Oita Trinita,2021 ~ 2022,€450K,€950,1713
12036,260286,Arata Watanabe,25,Japan,64,66,Oita Trinita,2021 ~ 2023,€750K,€1K,1803
12037,260290,Marvin Pieringer,21,Germany,68,76,FC Schalke 04,"Jun 30, 2022 On Loan",€2.7M,€2K,1591
12038,260294,Ho Gang Han,27,Korea Republic,63,63,Yokohama FC,2021 ~ 2022,€450K,€1K,1514
12039,260295,Benaissa Benamar,24,Morocco,65,73,FC Utrecht,2021 ~ 2023,€1.5M,€3K,1471
12040,260296,Daiki Nakashio,24,Japan,60,65,Yokohama FC,2021 ~ 2022,€325K,€700,1493
12041,260301,Mykola Musolitin,22,Ukraine,58,67,Lechia Gdańsk,2021 ~ 2023,€425K,€1K,1470
12042,260302,Jan Biegański,18,Poland,63,76,Lechia Gdańsk,2021 ~ 2025,€1.1M,€550,1618
12043,260303,Modestas Vorobjovas,25,Lithuania,64,67,AFC UTA Arad,2021 ~ 2022,€700K,€2K,1709
12044,260304,Roger Junio Rodrigues Figueira,25,Brazil,65,66,CFR Cluj,2022 ~ 2025,€850K,€5K,1697
12045,260305,Haralambie Mociu,19,Romania,54,65,AFC UTA Arad,2021 ~ 2022,€200K,€500,862
12046,260306,Momčilo Raspopović,26,Montenegro,63,64,AFC Astra Giurgiu,2021 ~ 2023,€525K,€2K,1690
12047,260308,Frangoy Zambrano,24,Ecuador,62,67,Club Social y Deportivo Macará,2020 ~ 2022,€600K,€500,1690
12048,260309,Joaquín Pucheta,29,Argentina,67,69,Club Social y Deportivo Macará,2020 ~ 2021,€850K,€500,987
12049,260310,Gerónimo Plada,20,Uruguay,59,71,Montevideo Wanderers,2018 ~ 2024,€550K,€500,1385
12050,260311,Juan Tineo,25,Venezuela,62,67,Academia Puerto Cabello,2018 ~ 2025,€525K,€500,1353
12051,260312,Luke Cukar,18,Australia,51,65,Macarthur FC,2020 ~ 2021,€120K,€500,875
12052,260313,Hayato Kurosaki,23,Japan,61,65,Oita Trinita,2021 ~ 2022,€425K,€750,1615
12053,260316,Takumi Yamanoi,22,Japan,57,62,Avispa Fukuoka,2020 ~ 2023,€200K,€550,1012
12054,260317,Jaden Casella,20,Australia,53,67,Central Coast Mariners,2020 ~ 2022,€230K,€500,1370
12055,260318,Akihiro Sato,34,Japan,63,63,Tokushima Vortis,2015 ~ 2023,€230K,€1K,1649
12056,260319,Philip Mårtensson,27,Sweden,58,59,Varbergs BoIS FC,2021 ~ 2022,€170K,€550,978
12057,260320,Noriki Fuke,23,Japan,60,65,Tokushima Vortis,2020 ~ 2023,€350K,€700,1554
12058,260321,Adel Berkane,20,France,58,67,ESTAC Troyes,2020 ~ 2021,€450K,€1K,1484
